Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary
12/26/2002,11:20,"Curitiba, Brazil",Military - Brazilian Air Force,,Sao Paulo - Porto Alegre,Embraer-110 C-95B Bandeirante,FAB-2292,174,16,3,0,The plane diverted from it's original route to make an emergency landing at Curitiba after experiencing engine trouble and crashed 3.5km short of the runway.
12/27/2002,15:00,"Anjouan, Comoros Islands",Ocean Airlines,,Moroni Hahaya - Anjouan,Let 410UVP,9XR-RB,810636,16,1,0,Crashed in mountains while on approach in inclement weather.
01/08/2003,20:28,"Diyarbakir, Turkey",Turkish Airlines (THY),634,Istanbul - Ankara - Diyarbakir,BAe Avro RJ-100,TC-THG,E-3241,80,75,0,The aircraft crashed and broke-up 130 feet short of the runway threshold while attempting to land in heavy fog.  Visibility was less than 200 feet.
01/08/2003,08:53,"Charlotte, North Carolina",US Air Express/Air Midwest,5481,"Charlotte, NC - Greer, SC",Beech BE-1900D,N233YV,UE-233,21,21,0,"The commuter plane was not able to maintain altitude after taking off from Charlotte-Douglas International Airport and crashed into the side of a hanger and burst into flames. The weather was clear, cold and windy, with greater than 10 miles visibility at the time of the accident. The airplane's loss of pitch control during takeoff was the result of incorrect rigging of the elevator control system compounded by the airplane's center of gravity, which was substantially aft of the certified aft limit. Contributing to the cause of the accident was: (1) Air Midwest's lack of oversight of the work being performed at the Huntington, West Virginia, maintenance station, (2) Air Midwest's maintenance procedures and documentation, (3) Air Midwest's weight and balance program at the time of the accident, (4) the Raytheon Aerospace quality assurance inspector's failure to detect the incorrect rigging of the elevator system, (5) the FAA's average weight assumptions in its weight and balance program guidance at the time of the accident and (6) the FAA's lack of oversight of Air Midwest's maintenance program and its weight and balance program."
01/09/2003,08:43,"Near Chachapoyas, Peru",TANS Airlines,222,Chiclayo - Chachapoyas,Fokker 28 Fellowship 1000,OB-1396,11100,46,46,0,"The aircraft crashed into 11,500 ft. Coloque mountain at an altitude of 7,550 ft., about 30 minutes after leaving Chiclayo and three minutes from landing at Chachapoyas. Controlled flight into terrain. Crew did not follow standard procedures. Lack of communication between the crew."
01/17/2003,,"Near Ndjolé, Gabon",Aerocom,,Brazzaville - Douala,Antonov 24B,ER-AFT,89901508,7,7,0,"On a positioning flight the plane, over Gabon, had problems with its navigation equipment, circled the airport 4 times before crashing into a wooded hillside."
01/24/2003,16:45,"Busia, Kenya",African Commuter Services,,Busia - Nairobi,Grumman G-159 Gulfstream I,5Y-EMJ,158,13,3,0,"The plane failed to gain altitude during takeoff, hit power lines and crashed inverted into a house. Kenyan Labor Minister, Ahmed Khalif and the two pilots were killed. The plane was grossly overloaded. The plane which weighed 16 tons, was taking off from an airstrip designed for aircraft weighing less than 5.7 tons."
01/31/2003,15:21,"Baucau, East Timor",Euro Asia Aviation,,Macau - Baucau,Ilyushin II-76TD,RDPL-34141,0053465941,6,6,0,The cargo plane struck ground 2 km short of the runway in heavy fog. The flight crew did not comply with the published non-precision instrument approach. The flight crew conducted user-defined non-precision instrument approaches to Runway 14 at Baucau during flight in instrument meteorological conditions. The pilot in command permitted the aircraft to descend below the MDA.
02/07/2003,,"Near Agadir, Morocco",Volare Aviation Enterprise,,Agadir - Algiers,Antonov 12BP,UR-LIP,9346405,8,8,0,"Crashed in the Atlas mountain range at 9,900 feet while en route."
02/10/2003,19:42,"Tallinn, Estonia",Enimex,827,Tallinn - Helsinki,Antonov AN-28,ES-NOY,1AJ006-04,3,2,0,"Shortly after takeoff, the aircraft stalled, crashed and burst into flames in a wooded area. Engine failure."
02/16/2003,20:02,"Ferguson, Kentucky",Air Taxi - Great Northern Aircraft Co.,,"Griffith-Merrill, IN - Somerset, KY",Cessna 421,N421TJ,421-0051,7,3,0,"The aircraft was destroyed during a collision with trees and terrain in Ferguson, Kentucky, while on an instrument approach to Somerset-Pulaski County Airport. The pilot's failure to follow the instrument approach procedure, which resulted in an early descent into trees and terrain. Factors included the low ceiling and the night lighting conditions."
02/19/2003,17:30,"Near Shahdad, Iran",Military - IslamiRevolution's Guards Corps,,Zahedan - Kerman,Ilyushin Il-76MD,15-22,63471155,275,275,0,"The plane crashed into an 11,500 ft.  mountain in poor weather, about 20 miles from its destination of Kerman. Besides the 18 crew members, the victims included Iran's Revolutionary Guard."
02/20/2003,08:52,"Near Kohat, Pakistan",Military - Pakistan Air Force,-,Islamabad - Kohat,Fokker F-27 Friendship 200,10254,10254,17,17,0,"The plane crashed into a mountainside in a remote region near the town of Kohat, about 250 kilometers northwest of Islamabad. Among those killed was Air Force chief Mushaf Ali Mir.  Pilot error. Pilot's premature descent below minima which resulted in the aircraft hitting a cloud covered ridge at 3,000 feet above sea level."
03/01/2003,14:25,"Near Barki, Russia",Private - Kabanov - skydiving,-,Skydiving,Let L-410UVP,FLARF-01032,831109,25,11,0,"While carrying a group of parachute jumpers, the aircraft began to disintegrate in mid-air while flying at an altitude of about 10,000 ft. The tail and left wing separated from the plane before it crashed into an area of deep snow. Many of the skydivers were able to jump out of the plane to safely before it crashed."
03/06/2003,15:45,"Tamanrasset, Algeria",Air Algerie,6289,Tamanrasset - Algiers,Boeing B-737-2T4,7T-VEZ,22700/885,103,102,0,"The starboard engine caught fire and failed while the plane was attempting to take off. The aircraft continued about 2,000 ft. past the end of the runway and crashed. The accident was caused by the loss of an engine during a critical phase of flight, the non-retraction of the landing gear after the engine failure, and the Captain, the pilot not flying, taking over control of the airplane before having clearly identified the problem."
03/27/2003,12:30,"Mulia, Indonesia",PT Air Regional,,Mulia - Wamena,de Havilland Canada DHC-6 Twin Otter,PK-WAY,261,16,4,0,"Crashed into a 7,000 ft. mountain three minutes after after taking off."
03/28/2003,15:49,"New Vienna, Iowa",Morris Hancock Flying Club - Charter,-,"Aurora, IL - Morris, MN",Beech A36,N1636W,E-348,3,3,0,"The aircraft, owned by a flying club as a rental airplane, was destroyed following an uncontrolled descent into terrain about 2 miles west of New Vienna, Iowa. The improper planning/decision by the pilot to fly into forecast icing  conditions with an airplane not equipped with a certified deicing system. Also casual to the accident was the continued flight in known icing conditions and the pilot not performing flight to an alternate destination. A contributing factor was the pilot's lack of qualification as an air carrier."
05/08/2003,,"Near Kinshasa, Congo",Ukrainian Cargo Airlines -  Congolese Army Charter,,Kinshasa - Lubumbashi,Illyushin 76,UR-UCB,0063467003,200,129,0,"A large number of military personnel and their family members were sucked out of the plane after the aircraft's back ramp accidentally dropped open in flight. The ramp opened as the pressure system broke down. The crew managed to control the plane and turn it around and land at Kinshasa airport following the accident, which took place 45 minutes into the flight. There is a wide discrepancy in the number killed ranging from 0 to 250."
05/26/2003,04:45,"Near Macka, Turkey",Ukranian-Mediterranean Airlines,4230,"Kabul, Afghanistan - Trabzon, Turkey - Zaragoza, Spain",Yakovlev 42D,UR-42352,2042181195,75,75,0,The plane struck the side of a steep mountain in heavy fog on its third attempt to land at Trabzon to refuel. The pilot reported not being able to see the runway on the first two attempts.  The aircraft charter was carrying Spanish peacekeeping forces back to Zaragoza.
05/28/2003,13:30,"Talkeetna, Alaska",McKinley Air Service - Air Taxi,,,Cessna 185,N70176,18502037,4,4,0,"The airplane was destroyed during a collision with snow-covered glacial terrain following a loss of control during cruise flight, about 40 miles north-northwest of Talkeetna, Alaska. The airplane was being operated as a visual flight rules. The pilot's failure to maintain adequate airspeed which resulted in an inadvertent stall, an uncontrolled descent and in-flight collision with terrain. A factor associated with the accident was rising terrain"
06/01/2003,15:26,"Milan, Italy",Eurojet Italila,,Milan - Genoa - Farnborough,Gates Learjet 45,I-ERJC,45-093,2,2,0,Shortly after taking off the jet nosed into the ground. Malfunction of the trim tab system.
06/04/2003,,"Near Oiapoque,  Brazil",Air Taxi - Marco Zero Air Taxi,,Oiapoque - Macapa,EMB 721C Sertanejo,PT-EPH,,5,5,0,Forty miles into it flight the aircraft crashed into the Amazon forest. The aircraft was not certified for IFR flight. Heavy cloud cover existed along the flight route.
06/06/2003,19:15,"Christchurch, New Zealand",Charter - Air Adventures New Zealand Ltd,-,Palmerston North - Christchurch,Piper PA-31-350 Navajo Chieftain,ZK-NCA,31-7405203,10,8,0,"The aircraft crashed short of the runway in fog while on approach to Christchurch Airport. The plane crashed two kilometers from the airport, hitting a farm hedge and sliding across a paddock before smashing into a row of trees."
06/11/2003,,"Belo Horizonte, Brazil",Astro Air Taxi,,,Embraer 820C Navajo,PT-EHH,,4,4,0,"After takeoff, the pilot reported low pressure of oil  in an engine and  decided to return to the airport. The plane made a 270 degree turn in the final approach, stalled  and crashed to the ground."
06/15/2003,09:35,"Volcano, Hawaii",Paradise Tour Helicopters,,Sightseeing,McDonnell Douglas 369D,N4493M,570137D,4,4,0,"The helicopter impacted a lava field on the Pulama Pali in the Volcanoes National Park, Volcano, Hawaii.  A loss of engine power due to the fatigue fracture and separation of the compressor coupling adapter. The fatigue fracture was initiated by fretting on the pilot diameter due to both the inadequate design of the coupling and the coaxial misalignment of the spur adapter gear, compressor-coupling adapter, and compressor impeller during recent engine maintenance where the gearbox was removed and replaced. A factor in the accident was the unsuitable nature of the terrain to make an emergency landing."
06/22/2003,23:55,"Near Brest, France",Brit Air,5672,Nantes - Brest,Canadair CRJ-100ER,F-GRJS,7377,24,1,0,"The aircraft crashed onto a road and caught fire 1 km from Brest-Guipavas Airport in France's Brittany region, killing the pilot and injuring three others. There were thunderstorms in the area with 800 meters visibility at the time the accident took place."
06/25/2003,13:00,"Near Rudshour, Iran",Military - IslamiRepubliof Iran Air Force,,,Lockheed C-130 Hercules,,,7,7,0,Nose dived into the ground shortly after takeoff near the Shur River.
06/25/2003,15:50,"Anchor Point, Alaska",Hallo Bay Air - Air Taxi,,"Hallo Bay, AK - Homer, AK",Cessna 180H,N91303,18052039,3,3,0,"The airlpane is presumed to have collided with the ocean waters of the Cook Inlet, about 7 miles southwest of Anchor Point, Alaska. No wreckage has been located, and the airplane is presumed to be destroyed. A fatally injured passenger was located on July 3, in ocean waters near Anchor Point. An in-flight collision with water for an undetermined reason."
